symbol,match_type,buy_match,sell_match,direction_match,orig_entryDay,new_entryDay,orig_entryPrice,new_entryPrice,entry_price_diff,orig_exitDay,new_exitDay,exit_day_diff_days,orig_exitPrice,new_exitPrice,exit_price_diff,orig_profit_pct,new_profit_pct,profit_pct_diff,orig_profit,new_profit,orig_direction,new_direction
1,matched,exact,exact,True,2009-10-21,2009-10-21,30.239,30.239,0.0,2009-11-06,2009-11-06,0.0,27.323,27.323,0.0,-9.64,-9.64,0.0,-964.0,-964.0,lose,lose
1,matched,exact,exact,True,2009-12-04,2009-12-04,28.229,28.229,0.0,2010-01-29,2010-01-29,0.0,26.204,26.204,0.0,-7.17,-7.17,0.0,-717.0,-717.0,lose,lose
1,matched,exact,exact,True,2010-03-02,2010-03-02,27.436,27.436,0.0,2010-05-10,2010-05-10,0.0,26.148,26.148,0.0,-4.7,-4.7,0.0,-470.0,-470.0,lose,lose
1,matched,exact,exact,True,2011-06-01,2011-06-01,36.19,36.19,0.0,2011-06-21,2011-06-21,0.0,32.797,32.797,0.0,-9.38,-9.38,0.0,-938.0,-938.0,lose,lose
1,matched,exact,exact,True,2011-07-29,2011-07-29,35.417,35.417,0.0,2011-08-09,2011-08-09,0.0,30.952,30.952,0.0,-12.61,-12.61,0.0,-1261.0,-1261.0,lose,lose
1,matched,exact,exact,True,2012-01-13,2012-01-13,28.87,28.87,0.0,2012-04-12,2012-04-12,0.0,29.020,29.020,0.0,0.52,0.52,0.0,52.0,52.0,win,win
1,matched,exact,exact,True,2012-07-03,2012-07-03,29.375,29.375,0.0,2013-05-15,2013-05-15,0.0,36.090,36.090,0.0,22.86,22.86,0.0,2286.0,2286.0,win,win
1,matched,exact,exact,True,2014-02-28,2014-02-28,38.71,38.71,0.0,2014-11-19,2014-11-19,0.0,47.751,47.751,0.0,23.36,23.36,0.0,2336.0,2336.0,win,win
1,matched,exact,exact,True,2015-10-16,2015-10-16,69.076,69.076,0.0,2015-11-16,2015-11-16,0.0,64.518,64.518,0.0,-6.6,-6.6,0.0,-660.0,-660.0,lose,lose
1,matched,exact,exact,True,2016-03-07,2016-03-07,63.426,63.426,0.0,2016-04-20,2016-04-20,0.0,62.303,62.303,0.0,-1.77,-1.77,0.0,-177.0,-177.0,lose,lose
1,matched,exact,exact,True,2017-02-28,2017-02-28,63.812,63.812,0.0,2017-11-07,2017-11-07,0.0,67.142,67.142,0.0,5.22,5.22,0.0,522.0,522.0,win,win
2,matched,exact,exact,True,2010-01-06,2010-01-06,27.433,27.433,0.0,2011-03-18,2011-03-18,0.0,33.650,33.650,0.0,22.66,22.66,0.0,2266.0,2266.0,win,win
2,matched,exact,exact,True,2012-03-01,2012-03-01,38.298,38.298,0.0,2012-05-10,2012-05-10,0.0,37.813,37.813,0.0,-1.27,-1.27,0.0,-127.0,-127.0,lose,lose
2,matched,exact,exact,True,2012-06-20,2012-06-20,37.527,37.527,0.0,2012-08-24,2012-08-24,0.0,37.469,37.469,0.0,-0.15,-0.15,0.0,-15.0,-15.0,lose,lose
2,matched,exact,exact,True,2012-11-23,2012-11-23,38.648,38.648,0.0,2013-01-31,2013-01-31,0.0,38.543,38.543,0.0,-0.27,-0.27,0.0,-27.0,-27.0,lose,lose
2,matched,exact,exact,True,2013-11-27,2013-11-27,38.311,38.311,0.0,2013-12-20,2013-12-20,0.0,36.902,36.902,0.0,-3.68,-3.68,0.0,-368.0,-368.0,lose,lose
2,matched,exact,exact,True,2014-08-21,2014-08-21,41.78,41.78,0.0,2014-09-16,2014-09-16,0.0,40.491,40.491,0.0,-3.09,-3.09,0.0,-309.0,-309.0,lose,lose
2,matched,exact,exact,True,2015-08-05,2015-08-05,43.208,43.208,0.0,2015-08-25,2015-08-25,0.0,40.811,40.811,0.0,-5.55,-5.55,0.0,-555.0,-555.0,lose,lose
2,matched,exact,exact,True,2016-02-03,2016-02-03,43.326,43.326,0.0,2016-11-17,2016-11-17,0.0,49.854,49.854,0.0,15.07,15.07,0.0,1507.0,1507.0,win,win
2,matched,exact,exact,True,2017-03-24,2017-03-24,56.004,56.004,0.0,2017-08-22,2017-08-22,0.0,57.198,57.198,0.0,2.13,2.13,0.0,213.0,213.0,win,win
2,matched,exact,new_open,True,2018-12-18,2018-12-18,65.808,65.808,0.0,,,,Open position,Open position,,2.79,2.79,0.0,279.0,279.0,win,win
3,matched,exact,exact,True,2009-03-26,2009-03-26,2.568,2.568,0.0,2010-02-04,2010-02-04,0.0,3.707,3.707,0.0,44.37,44.37,0.0,4437.0,4437.0,win,win
3,matched,exact,exact,True,2010-06-24,2010-06-24,4.723,4.723,0.0,2010-08-30,2010-08-30,0.0,4.601,4.601,0.0,-2.59,-2.59,0.0,-259.0,-259.0,lose,lose
3,matched,exact,exact,True,2010-09-07,2010-09-07,4.767,4.767,0.0,2010-11-12,2010-11-12,0.0,4.683,4.683,0.0,-1.76,-1.76,0.0,-176.0,-176.0,lose,lose
3,matched,exact,exact,True,2011-07-05,2011-07-05,4.917,4.917,0.0,2011-08-10,2011-08-10,0.0,4.660,4.660,0.0,-5.24,-5.24,0.0,-524.0,-524.0,lose,lose
3,matched,exact,exact,True,2012-01-09,2012-01-09,5.043,5.043,0.0,2012-05-17,2012-05-17,0.0,5.065,5.065,0.0,0.44,0.44,0.0,44.0,44.0,win,win
3,matched,exact,exact,True,2012-09-20,2012-09-20,6.014,6.014,0.0,2013-06-14,2013-06-14,0.0,6.388,6.388,0.0,6.22,6.22,0.0,622.0,622.0,win,win
3,matched,exact,exact,True,2014-07-03,2014-07-03,6.708,6.708,0.0,2014-09-23,2014-09-23,0.0,6.770,6.770,0.0,0.92,0.92,0.0,92.0,92.0,win,win
3,matched,exact,exact,True,2015-03-27,2015-03-27,7.013,7.013,0.0,2015-06-10,2015-06-10,0.0,7.042,7.042,0.0,0.42,0.42,0.0,42.0,42.0,win,win
3,matched,exact,exact,True,2016-05-31,2016-05-31,6.527,6.527,0.0,2016-12-23,2016-12-23,0.0,6.733,6.733,0.0,3.15,3.15,0.0,315.0,315.0,win,win
3,matched,exact,exact,True,2017-03-28,2017-03-28,7.654,7.654,0.0,2017-09-26,2017-09-26,0.0,8.160,8.160,0.0,6.61,6.61,0.0,661.0,661.0,win,win
3,matched,exact,exact,True,2017-12-01,2017-12-01,8.572,8.572,0.0,2018-02-08,2018-02-08,0.0,8.294,8.294,0.0,-3.25,-3.25,0.0,-325.0,-325.0,lose,lose
4,matched,exact,exact,True,2009-03-24,2009-03-24,3.599,3.599,0.0,2010-05-20,2010-05-20,0.0,7.385,7.385,0.0,105.22,105.22,0.0,10522.0,10522.0,win,win
4,matched,exact,exact,True,2010-06-22,2010-06-22,8.373,8.373,0.0,2010-08-26,2010-08-26,0.0,8.454,8.454,0.0,0.97,0.97,0.0,97.0,97.0,win,win
4,matched,exact,exact,True,2010-09-07,2010-09-07,8.972,8.972,0.0,2011-04-28,2011-04-28,0.0,12.435,12.435,0.0,38.59,38.59,0.0,3859.0,3859.0,win,win
4,matched,exact,exact,True,2011-07-11,2011-07-11,11.735,11.735,0.0,2011-08-10,2011-08-10,0.0,10.711,10.711,0.0,-8.73,-8.73,0.0,-873.0,-873.0,lose,lose
4,matched,exact,exact,True,2012-02-02,2012-02-02,9.627,9.627,0.0,2012-04-11,2012-04-11,0.0,8.917,8.917,0.0,-7.37,-7.37,0.0,-737.0,-737.0,lose,lose
4,matched,exact,exact,True,2012-04-27,2012-04-27,9.896,9.896,0.0,2012-05-17,2012-05-17,0.0,9.015,9.015,0.0,-8.9,-8.9,0.0,-890.0,-890.0,lose,lose
4,matched,exact,exact,True,2012-06-12,2012-06-12,9.408,9.408,0.0,2013-07-23,2013-07-23,0.0,14.692,14.692,0.0,56.16,56.16,0.0,5616.0,5616.0,win,win
4,matched,exact,exact,True,2013-09-23,2013-09-23,15.944,15.944,0.0,2013-11-06,2013-11-06,0.0,14.441,14.441,0.0,-9.43,-9.43,0.0,-943.0,-943.0,lose,lose
4,matched,exact,exact,True,2014-07-24,2014-07-24,13.714,13.714,0.0,2014-09-29,2014-09-29,0.0,13.244,13.244,0.0,-3.43,-3.43,0.0,-343.0,-343.0,lose,lose
4,matched,exact,exact,True,2015-01-05,2015-01-05,13.209,13.209,0.0,2015-03-12,2015-03-12,0.0,12.521,12.521,0.0,-5.2,-5.2,0.0,-520.0,-520.0,lose,lose
4,matched,exact,exact,True,2016-06-10,2016-06-10,11.495,11.495,0.0,2017-09-22,2017-09-22,0.0,18.393,18.393,0.0,60.01,60.01,0.0,6001.0,6001.0,win,win
4,matched,exact,exact,True,2018-06-19,2018-06-19,22.419,22.419,0.0,2018-08-13,2018-08-13,0.0,20.576,20.576,0.0,-8.22,-8.22,0.0,-822.0,-822.0,lose,lose
4,matched,exact,new_open,True,2019-01-28,2019-01-28,19.981,19.981,0.0,,,,Open position,Open position,,11.06,11.06,0.0,1106.0,1106.0,win,win
5,matched,exact,exact,True,2009-07-20,2009-07-20,29.028,29.028,0.0,2010-03-11,2010-03-11,0.0,34.892,34.892,0.0,20.2,20.2,0.0,2020.0,2020.0,win,win
5,matched,exact,exact,True,2010-04-16,2010-04-16,36.48,36.48,0.0,2010-04-29,2010-04-29,0.0,34.176,34.176,0.0,-6.32,-6.32,0.0,-632.0,-632.0,lose,lose
5,matched,exact,exact,True,2010-11-08,2010-11-08,37.844,37.844,0.0,2010-11-18,2010-11-18,0.0,35.922,35.922,0.0,-5.08,-5.08,0.0,-508.0,-508.0,lose,lose
5,matched,exact,exact,True,2011-01-13,2011-01-13,38.48,38.48,0.0,2011-03-18,2011-03-18,0.0,35.269,35.269,0.0,-8.34,-8.34,0.0,-834.0,-834.0,lose,lose
5,matched,exact,exact,True,2012-02-03,2012-02-03,30.74,30.74,0.0,2012-04-12,2012-04-12,0.0,31.046,31.046,0.0,1.0,1.0,0.0,100.0,100.0,win,win
5,matched,exact,exact,True,2012-05-02,2012-05-02,33.197,33.197,0.0,2012-05-18,2012-05-18,0.0,29.759,29.759,0.0,-10.36,-10.36,0.0,-1036.0,-1036.0,lose,lose
5,matched,exact,exact,True,2012-06-18,2012-06-18,31.932,31.932,0.0,2012-07-25,2012-07-25,0.0,28.979,28.979,0.0,-9.25,-9.25,0.0,-925.0,-925.0,lose,lose
5,matched,exact,exact,True,2012-10-05,2012-10-05,35.548,35.548,0.0,2013-09-11,2013-09-11,0.0,42.866,42.866,0.0,20.59,20.59,0.0,2059.0,2059.0,win,win
5,matched,exact,exact,True,2013-10-31,2013-10-31,42.781,42.781,0.0,2013-12-17,2013-12-17,0.0,41.624,41.624,0.0,-2.7,-2.7,0.0,-270.0,-270.0,lose,lose
5,matched,exact,exact,True,2014-01-09,2014-01-09,43.082,43.082,0.0,2014-02-04,2014-02-04,0.0,39.662,39.662,0.0,-7.94,-7.94,0.0,-794.0,-794.0,lose,lose
5,matched,exact,exact,True,2014-09-01,2014-09-01,43.596,43.596,0.0,2014-10-03,2014-10-03,0.0,40.698,40.698,0.0,-6.65,-6.65,0.0,-665.0,-665.0,lose,lose
5,matched,exact,exact,True,2016-08-04,2016-08-04,30.674,30.674,0.0,2017-11-06,2017-11-06,0.0,48.119,48.119,0.0,56.87,56.87,0.0,5687.0,5687.0,win,win
5,matched,exact,exact,True,2017-12-04,2017-12-04,49.426,49.426,0.0,2018-03-06,2018-03-06,0.0,49.826,49.826,0.0,0.81,0.81,0.0,81.0,81.0,win,win
11,matched,exact,exact,True,2009-07-28,2009-07-28,55.309,55.309,0.0,2009-09-30,2009-09-30,0.0,52.521,52.521,0.0,-5.04,-5.04,0.0,-504.0,-504.0,lose,lose
11,matched,exact,exact,True,2009-11-09,2009-11-09,54.271,54.271,0.0,2010-01-14,2010-01-14,0.0,54.263,54.263,0.0,-0.02,-0.02,0.0,-2.0,-2.0,lose,lose
11,matched,exact,exact,True,2011-05-20,2011-05-20,63.26,63.26,0.0,2011-07-27,2011-07-27,0.0,62.850,62.850,0.0,-0.65,-0.65,0.0,-65.0,-65.0,lose,lose
11,matched,exact,exact,True,2012-02-29,2012-02-29,57.096,57.096,0.0,2012-05-09,2012-05-09,0.0,56.619,56.619,0.0,-0.84,-0.84,0.0,-84.0,-84.0,lose,lose
11,matched,exact,exact,True,2012-06-18,2012-06-18,56.951,56.951,0.0,2013-06-10,2013-06-10,0.0,67.221,67.221,0.0,18.03,18.03,0.0,1803.0,1803.0,win,win
11,matched,exact,exact,True,2013-10-16,2013-10-16,72.635,72.635,0.0,2013-12-19,2013-12-19,0.0,70.857,70.857,0.0,-2.45,-2.45,0.0,-245.0,-245.0,lose,lose
11,matched,exact,exact,True,2014-02-26,2014-02-26,72.116,72.116,0.0,2014-05-09,2014-05-09,0.0,72.541,72.541,0.0,0.59,0.59,0.0,59.0,59.0,win,win
11,matched,exact,exact,True,2014-08-26,2014-08-26,78.652,78.652,0.0,2014-09-30,2014-09-30,0.0,74.444,74.444,0.0,-5.35,-5.35,0.0,-535.0,-535.0,lose,lose
11,matched,exact,exact,True,2015-12-18,2015-12-18,90.448,90.448,0.0,2016-01-08,2016-01-08,0.0,85.913,85.913,0.0,-5.01,-5.01,0.0,-501.0,-501.0,lose,lose
11,matched,exact,exact,True,2016-06-02,2016-06-02,90.944,90.944,0.0,2016-06-17,2016-06-17,0.0,85.729,85.729,0.0,-5.73,-5.73,0.0,-573.0,-573.0,lose,lose
11,matched,exact,exact,True,2016-10-07,2016-10-07,92.467,92.467,0.0,2018-01-05,2018-01-05,0.0,132.503,132.503,0.0,43.3,43.3,0.0,4330.0,4330.0,win,win
38,matched,exact,exact,True,2009-04-16,2009-04-16,1.387,1.387,0.0,2010-05-07,2010-05-07,0.0,3.322,3.322,0.0,139.54,139.54,0.0,13954.0,13954.0,win,win
38,matched,exact,exact,True,2010-07-13,2010-07-13,3.38,3.38,0.0,2011-06-13,2011-06-13,0.0,6.541,6.541,0.0,93.5,93.5,0.0,9350.0,9350.0,win,win
38,matched,exact,exact,True,2011-07-18,2011-07-18,7.576,7.576,0.0,2011-08-08,2011-08-08,0.0,6.115,6.115,0.0,-19.28,-19.28,0.0,-1928.0,-1928.0,lose,lose
38,matched,exact,exact,True,2012-01-30,2012-01-30,6.027,6.027,0.0,2012-04-03,2012-04-03,0.0,5.543,5.543,0.0,-8.04,-8.04,0.0,-804.0,-804.0,lose,lose
38,matched,exact,exact,True,2012-08-08,2012-08-08,4.772,4.772,0.0,2012-09-05,2012-09-05,0.0,4.126,4.126,0.0,-13.54,-13.54,0.0,-1354.0,-1354.0,lose,lose
38,matched,exact,exact,True,2012-10-10,2012-10-10,4.603,4.603,0.0,2013-04-03,2013-04-03,0.0,4.625,4.625,0.0,0.48,0.48,0.0,48.0,48.0,win,win
38,matched,exact,exact,True,2013-10-22,2013-10-22,4.438,4.438,0.0,2013-12-31,2013-12-31,0.0,4.430,4.430,0.0,-0.17,-0.17,0.0,-17.0,-17.0,lose,lose
38,matched,exact,exact,True,2014-04-11,2014-04-11,4.069,4.069,0.0,2014-04-29,2014-04-29,0.0,3.398,3.398,0.0,-16.48,-16.48,0.0,-1648.0,-1648.0,lose,lose
38,matched,exact,exact,True,2015-03-31,2015-03-31,4.366,4.366,0.0,2015-07-03,2015-07-03,0.0,4.405,4.405,0.0,0.9,0.9,0.0,90.0,90.0,win,win
38,matched,exact,exact,True,2015-10-19,2015-10-19,3.995,3.995,0.0,2015-12-23,2015-12-23,0.0,3.872,3.872,0.0,-3.09,-3.09,0.0,-309.0,-309.0,lose,lose
38,matched,exact,exact,True,2016-08-17,2016-08-17,3.349,3.349,0.0,2016-11-01,2016-11-01,0.0,3.411,3.411,0.0,1.87,1.87,0.0,187.0,187.0,win,win
66,matched,exact,exact,True,2009-03-18,2009-03-18,9.789,9.789,0.0,2010-02-10,2010-02-10,0.0,14.956,14.956,0.0,52.78,52.78,0.0,5278.0,5278.0,win,win
66,matched,exact,exact,True,2010-03-02,2010-03-02,15.235,15.235,0.0,2010-05-10,2010-05-10,0.0,15.356,15.356,0.0,0.8,0.8,0.0,80.0,80.0,win,win
66,matched,exact,exact,True,2010-09-08,2010-09-08,16.315,16.315,0.0,2010-11-24,2010-11-24,0.0,16.173,16.173,0.0,-0.87,-0.87,0.0,-87.0,-87.0,lose,lose
66,matched,exact,exact,True,2011-03-09,2011-03-09,16.883,16.883,0.0,2011-05-09,2011-05-09,0.0,16.170,16.170,0.0,-4.22,-4.22,0.0,-422.0,-422.0,lose,lose
66,matched,exact,exact,True,2011-06-01,2011-06-01,16.604,16.604,0.0,2011-06-14,2011-06-14,0.0,15.708,15.708,0.0,-5.39,-5.39,0.0,-539.0,-539.0,lose,lose
66,matched,exact,exact,True,2012-03-01,2012-03-01,16.091,16.091,0.0,2012-05-10,2012-05-10,0.0,15.796,15.796,0.0,-1.83,-1.83,0.0,-183.0,-183.0,lose,lose
66,matched,exact,exact,True,2012-10-25,2012-10-25,18.035,18.035,0.0,2013-03-18,2013-03-18,0.0,18.364,18.364,0.0,1.83,1.83,0.0,183.0,183.0,win,win
66,matched,exact,exact,True,2014-06-05,2014-06-05,18.617,18.617,0.0,2015-07-09,2015-07-09,0.0,22.331,22.331,0.0,19.95,19.95,0.0,1995.0,1995.0,win,win
66,matched,exact,exact,True,2015-12-23,2015-12-23,24.321,24.321,0.0,2016-01-22,2016-01-22,0.0,22.952,22.952,0.0,-5.63,-5.63,0.0,-563.0,-563.0,lose,lose
66,matched,exact,exact,True,2016-02-25,2016-02-25,24.223,24.223,0.0,2016-11-21,2016-11-21,0.0,27.713,27.713,0.0,14.41,14.41,0.0,1441.0,1441.0,win,win
66,matched,exact,exact,True,2017-03-30,2017-03-30,30.911,30.911,0.0,2017-09-06,2017-09-06,0.0,34.769,34.769,0.0,12.48,12.48,0.0,1248.0,1248.0,win,win
66,matched,exact,exact,True,2017-09-12,2017-09-12,35.378,35.378,0.0,2017-11-17,2017-11-17,0.0,34.541,34.541,0.0,-2.37,-2.37,0.0,-237.0,-237.0,lose,lose
66,matched,exact,exact,True,2017-12-01,2017-12-01,34.997,34.997,0.0,2018-02-05,2018-02-05,0.0,33.476,33.476,0.0,-4.35,-4.35,0.0,-435.0,-435.0,lose,lose
66,matched,exact,exact,True,2018-08-01,2018-08-01,34.007,34.007,0.0,2018-08-09,2018-08-09,0.0,31.990,31.990,0.0,-5.93,-5.93,0.0,-593.0,-593.0,lose,lose
66,matched,exact,new_open,True,2019-02-12,2019-02-12,34.221,34.221,0.0,,,,Open position,Open position,,2.05,2.05,0.0,205.0,205.0,win,win
107,matched,exact,exact,True,2009-03-24,2009-03-24,0.656,0.656,0.0,2009-11-13,2009-11-13,0.0,1.623,1.623,0.0,147.28,147.28,0.0,14728.0,14728.0,win,win
107,matched,exact,exact,True,2010-06-15,2010-06-15,2.096,2.096,0.0,2011-03-03,2011-03-03,0.0,2.494,2.494,0.0,18.97,18.97,0.0,1897.0,1897.0,win,win
107,matched,exact,exact,True,2011-03-07,2011-03-07,2.528,2.528,0.0,2011-05-04,2011-05-04,0.0,2.322,2.322,0.0,-8.18,-8.18,0.0,-818.0,-818.0,lose,lose
